[02:08:12] [Client thread/ERROR]: Can't find the resource index file: C:\Users\lenovo\.gradle\caches\forge_gradle\assets\indexes\1.13.json
[02:08:12] [Client thread/INFO]: Setting user: Player268
[02:08:18] [Client thread/INFO]: LWJGL Version: 3.1.6 build 14
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.mall
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.mellohi
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.stal
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.strad
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.wait
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:music_disc.ward
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:ui.button.click
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:ui.toast.challenge_complete
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:ui.toast.in
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:ui.toast.out
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:weather.rain
[02:08:29] [Client thread/WARN]: Missing sound for event: minecraft:weather.rain.above
[02:08:29] [Sound Library Loader/INFO]: Starting up SoundSystem...
[02:08:30] [Thread-2/INFO]: Initializing No Sound
[02:08:30] [Thread-2/INFO]: (Silent Mode)
[02:08:39] [Thread-2/INFO]: OpenAL initialized.
[02:08:39] [Sound Library Loader/INFO]: Sound engine started
[02:08:52] [Client thread/INFO]: Created: 1024x512 textures-atlas
[02:08:59] [Client thread/INFO]: Narrator library for x64 successfully loaded
[02:09:02] [Realms Notification Availability checker #1/INFO]: Could not authorize you against Realms server: Invalid session id
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [carpet, list, defaults] and [carpet, list, tag] with inputs: [defaults]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [log, clear] and [log, log name] with inputs: [clear]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [log, log name, clear] and [log, log name, option] with inputs: [clear]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [script, event, add_to, event, from] and [script, event, add_to, event, call] with inputs: [from]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [spawn, rates, reset] and [spawn, rates, type] with inputs: [reset]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [spawn, tracking, start] and [spawn, tracking, type] with inputs: [start]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [spawn, tracking, stop] and [spawn, tracking, type] with inputs: [stop]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[02:09:37] [Client thread/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[02:09:38] [Client thread/INFO]: Loaded 0 recipes
[02:09:38] [Client thread/INFO]: Loaded 0 advancements
[02:09:40] [Server thread/INFO]: Starting integrated minecraft server version 1.13.2
[02:09:40] [Server thread/INFO]: Generating keypair
[02:09:40] [Server thread/INFO]: Found new data pack vanilla, loading it automatically
[02:09:40] [Server thread/INFO]: Reloading ResourceManager: Default
[02:09:42] [Server thread/INFO]: Loaded 524 recipes
[02:09:45] [Server thread/INFO]: Loaded 571 advancements
[02:09:47] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[02:09:48] [Server thread/INFO]: Preparing spawn area: 4%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 8%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 12%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 16%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 20%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 24%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 28%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 32%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 36%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 40%
[02:09:48] [Server thread/INFO]: Preparing spawn area: 44%
[02:09:49] [Server thread/INFO]: Preparing spawn area: 48%
[02:09:49] [Server thread/INFO]: Preparing spawn area: 52%
[02:09:50] [Server thread/INFO]: Preparing spawn area: 52%
[02:09:50] [Server thread/INFO]: Preparing spawn area: 56%
[02:09:50] [Server thread/INFO]: Preparing spawn area: 60%
[02:09:50] [Server thread/INFO]: Preparing spawn area: 64%
[02:09:50] [Server thread/INFO]: Preparing spawn area: 68%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 72%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 76%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 80%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 84%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 88%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 92%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 96%
[02:09:51] [Server thread/INFO]: Preparing spawn area: 100%
[02:09:51] [Server thread/INFO]: Time elapsed: 4102 ms
[02:09:52] [Server thread/INFO]: Changing view distance to 12, from 10
[02:10:00] [Server thread/INFO]: Player268[local:E:af95123c] logged in with entity id 0 at (62.5, 4.0, -230.5)
[02:10:00] [Server thread/INFO]: Player268 joined the game
[02:10:18] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 18506ms or 370 ticks behind
[02:10:18] [Server thread/INFO]: Saving and pausing game...
[02:10:20] [Client thread/INFO]: Loaded 0 advancements
[02:10:22] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:10:22] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:10:22] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:10:40] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2340ms or 46 ticks behind
[02:10:54] [Server thread/INFO]: Saving and pausing game...
[02:10:54] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:10:54] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:10:54] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:10:59] [Server thread/INFO]: Changing difficulty to PEACEFUL, from NORMAL
[02:11:01] [Server thread/INFO]: Saving and pausing game...
[02:11:01] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:11:01] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:11:01] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:12:10] [Server thread/INFO]: Saving and pausing game...
[02:12:10] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:12:10] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:12:10] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:13:07] [Server thread/INFO]: Saving and pausing game...
[02:13:07] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:13:07] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:13:07] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:13:17] [Server thread/INFO]: Saving and pausing game...
[02:13:17] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:13:17] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:13:17] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:13:31] [Server thread/INFO]: Player268 lost connection: Disconnected
[02:13:31] [Server thread/INFO]: Player268 left the game
[02:13:31] [Server thread/INFO]: Stopping singleplayer server as player logged out
[02:13:31] [Server thread/INFO]: Stopping server
[02:13:31] [Server thread/INFO]: Saving players
[02:13:31] [Server thread/INFO]: Saving worlds
[02:13:31] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:13:31] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:13:31] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [carpet, list, defaults] and [carpet, list, tag] with inputs: [defaults]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [log, clear] and [log, log name] with inputs: [clear]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [log, log name, clear] and [log, log name, option] with inputs: [clear]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [script, event, add_to, event, from] and [script, event, add_to, event, call] with inputs: [from]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [spawn, rates, reset] and [spawn, rates, type] with inputs: [reset]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [spawn, tracking, start] and [spawn, tracking, type] with inputs: [start]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [spawn, tracking, stop] and [spawn, tracking, type] with inputs: [stop]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[02:15:05] [Client thread/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[02:15:05] [Client thread/INFO]: Loaded 0 recipes
[02:15:05] [Client thread/INFO]: Loaded 0 advancements
[02:15:05] [Server thread/INFO]: Starting integrated minecraft server version 1.13.2
[02:15:05] [Server thread/INFO]: Generating keypair
[02:15:05] [Server thread/INFO]: Reloading ResourceManager: Default
[02:15:07] [Server thread/INFO]: Loaded 524 recipes
[02:15:08] [Server thread/INFO]: Loaded 571 advancements
[02:15:08] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[02:15:08] [Server thread/INFO]: Preparing spawn area: 4%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 8%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 12%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 16%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 20%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 24%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 28%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 32%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 36%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 40%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 44%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 48%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 52%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 56%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 60%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 64%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 68%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 72%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 76%
[02:15:08] [Server thread/INFO]: Preparing spawn area: 80%
[02:15:09] [Server thread/INFO]: Preparing spawn area: 84%
[02:15:09] [Server thread/INFO]: Preparing spawn area: 88%
[02:15:09] [Server thread/INFO]: Preparing spawn area: 92%
[02:15:09] [Server thread/INFO]: Preparing spawn area: 96%
[02:15:09] [Server thread/INFO]: Preparing spawn area: 100%
[02:15:09] [Server thread/INFO]: Time elapsed: 709 ms
[02:15:09] [Server thread/INFO]: Changing view distance to 12, from 10
[02:15:09] [Server thread/INFO]: Player268[local:E:36850930] logged in with entity id 694469 at (64.07792178596354, 9.493148237392324, -226.3706803631922)
[02:15:09] [Server thread/INFO]: Player268 joined the game
[02:15:11] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2068ms or 41 ticks behind
[02:15:11] [Server thread/INFO]: Saving and pausing game...
[02:15:11] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:15:11] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:15:11] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:15:11] [Client thread/INFO]: Loaded 0 advancements
[02:15:26] [Server thread/INFO]: [Player268: Gamerule commandBlockOutput is now set to: false]
[02:15:26] [Client thread/INFO]: [CHAT] Gamerule commandBlockOutput is now set to: false
[02:15:32] [Server thread/INFO]: [Player268: Gamerule doDaylightCycle is now set to: false]
[02:15:32] [Client thread/INFO]: [CHAT] Gamerule doDaylightCycle is now set to: false
[02:15:35] [Server thread/INFO]: [Player268: Set the time to 5000]
[02:15:35] [Client thread/INFO]: [CHAT] Set the time to 5000
[02:15:40] [Server thread/INFO]: [Player268: Set the weather to clear]
[02:15:40] [Client thread/INFO]: [CHAT] Set the weather to clear
[02:15:49] [Server thread/INFO]: [Player268: Gamerule doMobSpawning is now set to: false]
[02:15:49] [Client thread/INFO]: [CHAT] Gamerule doMobSpawning is now set to: false
[02:15:51] [Server thread/INFO]: Saving and pausing game...
[02:15:51] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:15:51] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:15:51] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:17:03] [Server thread/INFO]: Saving and pausing game...
[02:17:03] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:17:03] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:17:03] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:17:04] [Server thread/INFO]: Player268 lost connection: Disconnected
[02:17:04] [Server thread/INFO]: Player268 left the game
[02:17:05] [Server thread/INFO]: Stopping singleplayer server as player logged out
[02:17:05] [Server thread/INFO]: Stopping server
[02:17:05] [Server thread/INFO]: Saving players
[02:17:05] [Server thread/INFO]: Saving worlds
[02:17:05] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_nether
[02:17:05] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:the_end
[02:17:05] [Server thread/INFO]: Saving chunks for level 'New World'/minecraft:overworld
[02:17:15] [Client thread/INFO]: Stopping!
[02:17:15] [Client thread/INFO]: SoundSystem shutting down...
[02:17:16] [Client thread/INFO]: SoundSystem Author: Paul Lamb, www.paulscode.com
